车名	最大马力Ps	排量mL	进气形式	气缸排列形式	气缸数个	最大扭矩Nm	变速箱类型	指导价	T_两步
长安福特- 翼搏	125	977	涡轮增压	L	3	170	手动变速箱(MT)	11.98	cluster-2
英菲尼迪(进口)- 英菲尼迪ESQ	200	1618	涡轮增压	L	4	250	无级变速箱(CVT)	29.98	cluster-2
猎豹汽车- 飞腾C5	143	1495	涡轮增压	L	4	210	机械式自动变速箱(AMT)	7.98	cluster-2
猎豹汽车- 飞腾C5	143	1495	涡轮增压	L	4	210	机械式自动变速箱(AMT)	8.89	cluster-2
通用别克- 昂科拉	140	1372	涡轮增压	L	4	200	手动变速箱(MT)	14.99	cluster-2
通用别克- 昂科拉	140	1372	涡轮增压	L	4	200	手动变速箱(MT)	16.99	cluster-2
通用雪佛兰- TRAX创酷	140	1372	涡轮增压	L	4	200	手动变速箱(MT)	11.99	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	9.88	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	10.68	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	10.38	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	11.18	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	11.28	cluster-2
长城汽车- 哈弗H2	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.08	cluster-2
斯柯达(进口)- Yeti(进口)	152	1798	涡轮增压	L	4	250	双离合变速箱(DCT)	29.3	cluster-2
斯柯达(进口)- Yeti(进口)	152	1798	涡轮增压	L	4	250	双离合变速箱(DCT)	33.28	cluster-2
东风悦达起亚- 起亚KX3	160	1591	涡轮增压	L	4	250	双离合变速箱(DCT)	15.98	cluster-2
东风悦达起亚- 起亚KX3	160	1591	涡轮增压	L	4	250	双离合变速箱(DCT)	18.68	cluster-2
北京汽车- 北汽威旺007	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	0	cluster-2
北京汽车- 北汽威旺007	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	0	cluster-2
北京汽车制造厂- 北京BW007	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	9.08	cluster-2
北京汽车制造厂- 北京BW007	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	9.58	cluster-2
北京汽车制造厂- 北京BW007	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	10.78	cluster-2
北京汽车制造厂- 勇士	138	2951	涡轮增压	L	4	313	手动变速箱(MT)	20.6	cluster-2
一汽-大众奥迪- 奥迪Q3	150	1395	涡轮增压	L	4	250	手动变速箱(MT)	24.98	cluster-2
一汽-大众奥迪- 奥迪Q3	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	26.68	cluster-2
一汽-大众奥迪- 奥迪Q3	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	28.98	cluster-2
奥迪(进口)- 奥迪Q3(进口)	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	37.7	cluster-2
奥迪(进口)- 奥迪Q3(进口)	211	1984	涡轮增压	L	4	300	双离合变速箱(DCT)	45.5	cluster-2
奥迪(进口)- 奥迪Q3(进口)	211	1984	涡轮增压	L	4	300	双离合变速箱(DCT)	42.88	cluster-2
一汽-大众奥迪- 奥迪Q3	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	28.98	cluster-2
一汽-大众奥迪- 奥迪Q3	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	31.6	cluster-2
一汽-大众奥迪- 奥迪Q3	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	33.38	cluster-2
一汽-大众奥迪- 奥迪Q3	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	35.68	cluster-2
一汽-大众奥迪- 奥迪Q3	170	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	39.68	cluster-2
一汽-大众奥迪- 奥迪Q3	200	1984	涡轮增压	L	4	280	双离合变速箱(DCT)	42.88	cluster-2
华泰汽车- 宝利格	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	10.97	cluster-2
华泰汽车- 宝利格	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	11.97	cluster-2
华泰汽车- 宝利格	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	13.8	cluster-2
华泰汽车- 圣达菲	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	9.57	cluster-2
华泰汽车- 宝利格	150	1991	涡轮增压	L	4	310	手动变速箱(MT)	10.97	cluster-2
华泰汽车- 宝利格	150	1991	涡轮增压	L	4	310	手动变速箱(MT)	11.97	cluster-2
华泰汽车- 宝利格	150	1991	涡轮增压	L	4	310	手动变速箱(MT)	13.8	cluster-2
华晨中华- 中华V5	150	1495	涡轮增压	L	4	220	手动变速箱(MT)	9.98	cluster-2
华晨中华- 中华V5	150	1495	涡轮增压	L	4	220	手动变速箱(MT)	10.58	cluster-2
海马汽车- 海马S5	163	1497	涡轮增压	L	4	223	无级变速箱(CVT)	10.68	cluster-2
海马汽车- 海马S5	163	1497	涡轮增压	L	4	223	无级变速箱(CVT)	11.58	cluster-2
海马汽车- 海马S5	163	1497	涡轮增压	L	4	223	无级变速箱(CVT)	12.38	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	手动变速箱(MT)	16.58	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	手动变速箱(MT)	16.78	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	17.98	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	17.98	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	手动变速箱(MT)	18.58	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	19.48	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	20.08	cluster-2
上海大众斯柯达- 野帝	150	1395	涡轮增压	L	4	250	双离合变速箱(DCT)	21.98	cluster-2
上海大众斯柯达- 野帝	160	1798	涡轮增压	L	4	250	双离合变速箱(DCT)	22.38	cluster-2
上海大众斯柯达- 野帝	160	1798	涡轮增压	L	4	250	双离合变速箱(DCT)	24.18	cluster-2
斯巴鲁- 森林人	241	1998	涡轮增压	H	4	350	无级变速箱(CVT)	33.48	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	手动变速箱(MT)	10.95	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	手动变速箱(MT)	11.58	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	手动变速箱(MT)	11.58	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	手动变速箱(MT)	11.95	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	手动变速箱(MT)	12.95	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	双离合变速箱(DCT)	11.95	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	双离合变速箱(DCT)	12.95	cluster-2
江淮汽车- 瑞风S5	174	1499	涡轮增压	L	4	251	双离合变速箱(DCT)	13.95	cluster-2
江淮汽车- 瑞风S5	163	1997	涡轮增压	L	4	235	双离合变速箱(DCT)	12.58	cluster-2
江淮汽车- 瑞风S5	177	1997	涡轮增压	L	4	265	手动变速箱(MT)	11.08	cluster-2
江淮汽车- 瑞风S5	177	1997	涡轮增压	L	4	265	手动变速箱(MT)	11.58	cluster-2
江淮汽车- 瑞风S5	177	1997	涡轮增压	L	4	265	手动变速箱(MT)	13.58	cluster-2
江淮汽车- 瑞风S5	177	1997	涡轮增压	L	4	265	双离合变速箱(DCT)	12.58	cluster-2
上汽集团- 锐腾	169	1500	涡轮增压	L	4	250	手动变速箱(MT)	11.97	cluster-2
上汽集团- 锐腾	169	1500	涡轮增压	L	4	250	手动变速箱(MT)	12.57	cluster-2
上汽集团- 锐腾	169	1500	涡轮增压	L	4	250	双离合变速箱(DCT)	13.97	cluster-2
上汽集团- 锐腾	169	1500	涡轮增压	L	4	250	双离合变速箱(DCT)	14.97	cluster-2
上汽集团- 锐腾	169	1500	涡轮增压	L	4	250	双离合变速箱(DCT)	16.97	cluster-2
上汽集团- 锐腾	220	1995	涡轮增压	L	4	350	双离合变速箱(DCT)	15.97	cluster-2
上汽集团- 锐腾	220	1995	涡轮增压	L	4	350	双离合变速箱(DCT)	17.97	cluster-2
郑州日产- 奥丁	116	2498	涡轮增压	L	4	280	手动变速箱(MT)	14.68	cluster-2
郑州日产- 奥丁	116	2498	涡轮增压	L	4	280	手动变速箱(MT)	15.98	cluster-2
陆风汽车- 陆风X5	150	1499	涡轮增压	L	4	200	手动变速箱(MT)	9.88	cluster-2
陆风汽车- 陆风X5	150	1499	涡轮增压	L	4	200	手动变速箱(MT)	10.98	cluster-2
陆风汽车- 陆风X5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	9.98	cluster-2
陆风汽车- 陆风X5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	10.38	cluster-2
陆风汽车- 陆风X5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.58	cluster-2
奇瑞捷豹路虎- 揽胜极光	240	1999	涡轮增压	L	4	340	手自一体变速箱(AT)	44.8	cluster-2
奇瑞捷豹路虎- 揽胜极光	240	1999	涡轮增压	L	4	340	手自一体变速箱(AT)	49.8	cluster-2
奇瑞捷豹路虎- 揽胜极光	240	1999	涡轮增压	L	4	340	手自一体变速箱(AT)	55.28	cluster-2
奇瑞捷豹路虎- 揽胜极光	240	1999	涡轮增压	L	4	340	手自一体变速箱(AT)	58.28	cluster-2
野马汽车- 野马T70	160	1796	涡轮增压	L	4	215	无级变速箱(CVT)	10.88	cluster-2
野马汽车- 野马T70	160	1796	涡轮增压	L	4	215	无级变速箱(CVT)	11.88	cluster-2
野马汽车- 野马T70	160	1796	涡轮增压	L	4	215	无级变速箱(CVT)	16.88	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手动变速箱(MT)	9.88	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手动变速箱(MT)	11.68	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手动变速箱(MT)	13.58	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手自一体变速箱(AT)	11.98	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手自一体变速箱(AT)	12.98	cluster-2
北京汽车- 绅宝X65	177	1992	涡轮增压	L	4	240	手自一体变速箱(AT)	14.98	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	9.98	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	10.78	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	10.98	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	11.78	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.28	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	13.08	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.88	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	13.68	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.38	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	13.18	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	13.28	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	14.08	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	10.58	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	11.98	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.78	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	11.58	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.88	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	12.38	cluster-2
长城汽车- 哈弗H6	150	1497	涡轮增压	L	4	210	手动变速箱(MT)	13.68	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	12.68	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	13.58	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	15.08	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	13.48	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	14.38	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	15.88	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	13.38	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	14.38	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	15.48	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	14.18	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	15.18	cluster-2
长城汽车- 哈弗H6	150	1996	涡轮增压	L	4	310	手动变速箱(MT)	16.28	cluster-2
上海大众- 途观	131	1390	涡轮增压	L	4	220	手动变速箱(MT)	19.98	cluster-2
上海大众- 途观	160	1798	涡轮增压	L	4	250	手动变速箱(MT)	19.98	cluster-2
上海大众- 途观	160	1798	涡轮增压	L	4	250	手动变速箱(MT)	22.58	cluster-2
东风风行- 景逸X5	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	9.99	cluster-2
东风风行- 景逸X5	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	10.89	cluster-2
东风风行- 景逸X5	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	9.99	cluster-2
东风风行- 景逸X5	160	1796	涡轮增压	L	4	215	手动变速箱(MT)	10.59	cluster-2
奔驰(进口)- 奔驰GLA级(进口)	156	1595	涡轮增压	L	4	250	双离合变速箱(DCT)	28.98	cluster-2
奔驰(进口)- 奔驰GLA级(进口)	211	1991	涡轮增压	L	4	350	双离合变速箱(DCT)	39.8	cluster-2
奔驰(进口)- 奔驰GLA级(进口)	211	1991	涡轮增压	L	4	350	双离合变速箱(DCT)	39.8	cluster-2
奔驰-AMG- 奔驰GLA级AMG	360	1991	涡轮增压	L	4	450	双离合变速箱(DCT)	57.8	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	10.28	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	10.78	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.78	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.08	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.58	cluster-2
长城汽车- 哈弗H5	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.58	cluster-2
长城汽车- 哈弗H5	136	1996	涡轮增压	L	4	310	手动变速箱(MT)	11.58	cluster-2
长城汽车- 哈弗H5	136	1996	涡轮增压	L	4	310	手动变速箱(MT)	12.38	cluster-2
广汽乘用车- 传祺GS5	177	1751	涡轮增压	L	4	237	手动变速箱(MT)	14.88	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	15.38	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	16.38	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	17.38	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	19.68	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	21.88	cluster-2
广汽乘用车- 传祺GS5速博	177	1751	涡轮增压	L	4	242	双离合变速箱(DCT)	17.38	cluster-2
比亚迪- 比亚迪S6	154	1497	涡轮增压	L	4	240	手动变速箱(MT)	8.79	cluster-2
比亚迪- 比亚迪S6	154	1497	涡轮增压	L	4	240	手动变速箱(MT)	9.79	cluster-2
比亚迪- 比亚迪S6	154	1497	涡轮增压	L	4	240	手动变速箱(MT)	10.29	cluster-2
比亚迪- 比亚迪S6	154	1497	涡轮增压	L	4	240	手动变速箱(MT)	10.79	cluster-2
长城汽车- 哈弗H6 Coupe	194	1997	涡轮增压	L	4	310	双离合变速箱(DCT)	0	cluster-2
比亚迪- 唐	205	2000	涡轮增压	L	4	320	双离合变速箱(DCT)	0	cluster-2
比亚迪- 唐	205	2000	涡轮增压	L	4	320	双离合变速箱(DCT)	0	cluster-2
比亚迪- 唐	205	2000	涡轮增压	L	4	320	双离合变速箱(DCT)	0	cluster-2
比亚迪- 唐	205	2000	涡轮增压	L	4	320	双离合变速箱(DCT)	30	cluster-2
比亚迪- 唐	205	2000	涡轮增压	L	4	320	双离合变速箱(DCT)	60	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	10.98	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	11.68	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	12.28	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	13.18	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	13.78	cluster-2
奇瑞汽车- 威麟X5	170	1971	涡轮增压	L	4	235	手动变速箱(MT)	14.18	cluster-2
猎豹汽车- 猎豹Q6	177	1997	涡轮增压	L	4	250	手动变速箱(MT)	14.68	cluster-2
猎豹汽车- 猎豹Q6	177	1997	涡轮增压	L	4	250	手动变速箱(MT)	17.98	cluster-2
猎豹汽车- 黑金刚	102	2498	涡轮增压	L	4	260	手动变速箱(MT)	15.8	cluster-2
比亚迪- 比亚迪S7	205	1999	涡轮增压	L	4	320	双离合变速箱(DCT)	11.99	cluster-2
比亚迪- 比亚迪S7	205	1999	涡轮增压	L	4	320	双离合变速箱(DCT)	12.99	cluster-2
比亚迪- 比亚迪S7	205	1999	涡轮增压	L	4	320	双离合变速箱(DCT)	13.99	cluster-2
曙光汽车- 翱龙CUV	84	2498	涡轮增压	L	4	205	手动变速箱(MT)	8.88	cluster-2
双龙汽车- 爱腾	155	1998	涡轮增压	L	4	360	手动变速箱(MT)	16.48	cluster-2
斯巴鲁- 傲虎	241	1998	涡轮增压	H	4	350	无级变速箱(CVT)	35.98	cluster-2
广汽吉奥- 奥轩G5	102	2499	涡轮增压	L	4	265	手动变速箱(MT)	10.98	cluster-2
广汽吉奥- 奥轩G5	102	2499	涡轮增压	L	4	265	手动变速箱(MT)	11.98	cluster-2
广汽吉奥- 奥轩G5	102	2499	涡轮增压	L	4	265	手动变速箱(MT)	12.58	cluster-2
通用别克- 昂科威	169	1490	涡轮增压	L	4	250	双离合变速箱(DCT)	21.99	cluster-2
通用别克- 昂科威	169	1490	涡轮增压	L	4	250	双离合变速箱(DCT)	23.59	cluster-2
通用别克- 昂科威	169	1490	涡轮增压	L	4	250	双离合变速箱(DCT)	24.99	cluster-2
通用别克- 昂科威	169	1490	涡轮增压	L	4	250	双离合变速箱(DCT)	25.99	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	12.58	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	14.28	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	13.88	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	14.68	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	15.08	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	15.88	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	15.68	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	16.48	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	16.88	cluster-2
江铃汽车- 驭胜	125	2402	涡轮增压	L	4	310	手动变速箱(MT)	17.68	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	12.39	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	13.99	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	13.59	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	15.19	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.38	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.98	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.58	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	14.18	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	10.98	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.68	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.18	cluster-2
陆风汽车- 陆风X8	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	13.98	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	12.28	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	13.88	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	13.38	cluster-2
陆风汽车- 陆风X8	122	1999	涡轮增压	L	4	280	手动变速箱(MT)	14.98	cluster-2
华晨宝马- 宝马X1	156	1997	涡轮增压	L	4	240	手动变速箱(MT)	25.9	cluster-2
陆风汽车- 陆风X8	143	2499	涡轮增压	L	4	340	手动变速箱(MT)	12.98	cluster-2
陆风汽车- 陆风X8	143	2499	涡轮增压	L	4	340	手动变速箱(MT)	14.38	cluster-2
陆风汽车- 陆风X8	143	2499	涡轮增压	L	4	340	手动变速箱(MT)	13.98	cluster-2
陆风汽车- 陆风X8	143	2499	涡轮增压	L	4	340	手动变速箱(MT)	15.68	cluster-2
陆风汽车- 陆风X6	92	2771	涡轮增压	L	4	210	手动变速箱(MT)	9.98	cluster-2
陆风汽车- 陆风X6	92	2771	涡轮增压	L	4	210	手动变速箱(MT)	11.88	cluster-2
陆风汽车- 陆风X6	92	2771	涡轮增压	L	4	210	手动变速箱(MT)	10.98	cluster-2
陆风汽车- 陆风X6	92	2771	涡轮增压	L	4	210	手动变速箱(MT)	12.58	cluster-2
沃尔沃(进口)- 沃尔沃XC60(进	240	1999	涡轮增压	L	4	320	双离合变速箱(DCT)	41.49	cluster-2
福迪汽车- 揽福	136	1850	涡轮增压	L	4	300	手动变速箱(MT)	12.28	cluster-2
福迪汽车- 揽福	136	1850	涡轮增压	L	4	300	手动变速箱(MT)	13.28	cluster-2
福迪汽车- 揽福	136	1850	涡轮增压	L	4	300	手动变速箱(MT)	14.88	cluster-2
北京汽车制造厂- 勇士	138	2951	涡轮增压	L	4	313	手动变速箱(MT)	20.8	cluster-2
众泰汽车- 众泰T600	162	1498	涡轮增压	L	4	215	手动变速箱(MT)	7.98	cluster-2
众泰汽车- 众泰T600	162	1498	涡轮增压	L	4	215	手动变速箱(MT)	8.68	cluster-2
众泰汽车- 众泰T600	162	1498	涡轮增压	L	4	215	手动变速箱(MT)	9.88	cluster-2
众泰汽车- 众泰T600	162	1498	涡轮增压	L	4	215	手动变速箱(MT)	10.68	cluster-2
保时捷- Macan	237	1984	涡轮增压	L	4	350	双离合变速箱(DCT)	55.8	cluster-2
众泰汽车- 众泰T600	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	11.38	cluster-2
众泰汽车- 众泰T600	190	1997	涡轮增压	L	4	250	手动变速箱(MT)	12.38	cluster-2
众泰汽车- 众泰T600	190	1997	涡轮增压	L	4	250	双离合变速箱(DCT)	11.58	cluster-2
众泰汽车- 众泰T600	190	1997	涡轮增压	L	4	250	双离合变速箱(DCT)	12.58	cluster-2
众泰汽车- 众泰T600	190	1997	涡轮增压	L	4	250	双离合变速箱(DCT)	13.58	cluster-2
一汽-大众奥迪- 奥迪Q5	180	1984	涡轮增压	L	4	350	手动变速箱(MT)	35.85	cluster-2
一汽-大众奥迪- 奥迪Q5	180	1984	涡轮增压	L	4	320	手动变速箱(MT)	35.85	cluster-2
长安福特- 锐界	245	1999	涡轮增压	L	4	350	手自一体变速箱(AT)	25.88	cluster-2
长安福特- 锐界	245	1999	涡轮增压	L	4	350	手自一体变速箱(AT)	0	cluster-2
长安福特- 锐界	245	1999	涡轮增压	L	4	350	手自一体变速箱(AT)	0	cluster-2
长安福特- 锐界	245	1999	涡轮增压	L	4	350	手自一体变速箱(AT)	0	cluster-2
长安福特- 锐界	245	1999	涡轮增压	L	4	350	手自一体变速箱(AT)	0	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	11.98	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	12.98	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	13.88	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	14.88	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	14.88	cluster-2
双环汽车- 双环SCEO	102	2488	涡轮增压	L	4	245	手动变速箱(MT)	15.88	cluster-2
曙光汽车- 挑战者SUV	88	2433	涡轮增压	L	4	225	手动变速箱(MT)	7.58	cluster-2
曙光汽车- 挑战者SUV	84	2498	涡轮增压	L	4	205	手动变速箱(MT)	8.18	cluster-2
福迪汽车- 探索者Ⅲ	95	2771	涡轮增压	L	4	225	手动变速箱(MT)	8.48	cluster-2
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	14.18	cluster-3
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	14.48	cluster-3
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	15.08	cluster-3
铃木(进口)- 吉姆尼	85	1328	自然吸气	L	4	110	手动变速箱(MT)	14.18	cluster-3
